1481846400,Web,457042,3,KEY2322,526
1481587200,Apple TV,112745,2,KEY7737,401
1481760000,Web,882853,1,KEY1379,212
1481760000,Web,516162,3,KEY4456,16
1481760000,Android,408991,2,KEY2354,852
1481760000,Android,971118,2,KEY1206,82
1481587200,Ios,272830,3,KEY8644,172
1481846400,Android,208785,2,KEY328,143
1481846400,Apple TV,278288,3,KEY7566,45
1481846400,Ios,308957,1,KEY9461,995
1481587200,Apple TV,537194,1,KEY6995,769
1481673600,Web,953518,2,KEY3501,663
1481587200,Web,947891,2,KEY382,55
1481846400,Ios,166599,3,KEY2050,345
1481587200,Ios,859976,3,KEY1565,18
1481846400,Android,414332,1,KEY6252,445
1481673600,Apple TV,357463,2,KEY3925,526
1481587200,Web,332028,1,KEY442,259
1481760000,Ios,552548,3,KEY4421,612
1481760000,Web,891631,1,KEY61,284
1481587200,Android,755625,1,KEY9727,283
1481846400,Apple TV,934221,2,KEY3116,772
1481846400,Ios,497093,2,KEY9215,659
1481760000,Apple TV,425393,3,KEY642,747
1481587200,Apple TV,600921,1,KEY4694,233
1481760000,Apple TV,241143,2,KEY6537,233
1481673600,Apple TV,621823,1,KEY2345,8
1481587200,Ios,136641,3,KEY3336,660
1481760000,Web,143316,2,KEY9860,928
1481760000,Web,431653,3,KEY6406,787
1481760000,Ios,144190,1,KEY774,399
1481760000,Apple TV,800334,3,KEY1370,855
1481760000,Apple TV,526853,2,KEY2090,207
1481760000,Apple TV,408442,3,KEY4011,746
1481846400,Apple TV,147899,3,KEY8631,611
1481760000,Ios,465557,1,KEY9796,663
1481587200,Android,328821,3,KEY6986,997
1481760000,Ios,510814,3,KEY8744,138
1481760000,Apple TV,755845,3,KEY7268,523
1481846400,Android,278993,1,KEY9434,286
1481846400,Apple TV,285652,1,KEY8786,647
1481673600,Ios,423873,2,KEY5383,279
1481587200,Web,861569,3,KEY5622,790
1481846400,Ios,836887,3,KEY7531,267
1481587200,Web,785141,2,KEY9408,847
1481760000,Apple TV,276087,1,KEY1665,100
1481760000,Android,818963,3,KEY3904,411
1481760000,Android,728529,1,KEY150,610
1481760000,Ios,225386,2,KEY7905,71
1481846400,Apple TV,660761,3,KEY5180,697
1481760000,Android,204708,2,KEY1842,308
1481587200,Apple TV,296060,1,KEY9822,313
1481760000,Web,674237,3,KEY11,479
1481673600,Android,203351,2,KEY7943,212
1481760000,Apple TV,384737,3,KEY3336,560
1481760000,Apple TV,131256,1,KEY2366,351
1481587200,Apple TV,820819,1,KEY295,404
1481760000,Web,103548,1,KEY1051,274
1481846400,Android,441776,2,KEY7802,512
1481846400,Apple TV,585164,1,KEY6320,715
1481846400,Android,612914,1,KEY4678,744
1481587200,Android,833624,1,KEY445,551
1481673600,Android,578216,2,KEY7119,479
1481846400,Apple TV,718330,2,KEY5620,729
1481673600,Web,185653,3,KEY7605,668
1481760000,Ios,785486,1,KEY3336,333
1481587200,Apple TV,554460,3,KEY8416,212
1481673600,Ios,727493,2,KEY2639,525
1481673600,Web,208430,1,KEY1541,870
1481587200,Android,366024,3,KEY8699,46
1481673600,Apple TV,953710,3,KEY5614,762
1481587200,Ios,906914,1,KEY9247,310
1481587200,Apple TV,539869,1,KEY509,609
1481673600,Android,732532,1,KEY7020,724
1481760000,Android,497022,2,KEY8688,302
1481760000,Web,126589,3,KEY9019,650
1481760000,Web,713906,1,KEY9877,858
1481846400,Apple TV,732475,1,KEY2233,875
1481760000,Android,217663,1,KEY1396,720
1481673600,Apple TV,630244,2,KEY8093,185
1481587200,Ios,676540,1,KEY4122,809
1481587200,Web,186795,2,KEY5887,768
1481846400,Web,183588,1,KEY3732,556
1481846400,Ios,995919,3,KEY111,503
1481846400,Android,679451,2,KEY9171,814
1481673600,Ios,698148,2,KEY7939,444
1481587200,Apple TV,181335,1,KEY4243,90
1481673600,Apple TV,904403,1,KEY1458,127
1481760000,Android,479482,3,KEY7346,596
1481587200,Ios,552059,2,KEY414,130
1481673600,Ios,627991,3,KEY2608,17
1481673600,Apple TV,510093,3,KEY5111,822
1481846400,Apple TV,127552,2,KEY1132,662
1481760000,Apple TV,601970,2,KEY8630,773
1481846400,Web,805934,3,KEY3804,386
1481760000,Ios,621865,3,KEY716,202
1481846400,Ios,970936,1,KEY5427,252
1481846400,Ios,214078,1,KEY8356,652
1481587200,Apple TV,907307,2,KEY8331,529
1481587200,Android,130028,1,KEY2535,727
1481587200,Apple TV,549957,3,KEY5769,606
1481587200,Web,151765,3,KEY8829,771
1481587200,Android,695138,1,KEY9433,642
1481846400,Web,745179,1,KEY1079,834
1481587200,Ios,608942,1,KEY5524,778
1481846400,Android,234910,2,KEY7178,474
1481760000,Apple TV,384795,1,KEY4405,574
1481587200,Ios,988992,2,KEY4745,698
1481587200,Apple TV,802049,3,KEY750,715
1481673600,Apple TV,599471,3,KEY3227,556
1481587200,Ios,979351,2,KEY2959,318
1481587200,Web,301521,1,KEY5447,872
1481760000,Android,447684,3,KEY4491,151
1481587200,Android,474760,2,KEY9385,751
1481760000,Apple TV,794967,2,KEY948,399
1481587200,Ios,504318,1,KEY2068,325
1481846400,Web,227475,2,KEY4277,679
1481587200,Ios,463420,2,KEY2718,189
1481760000,Ios,361175,1,KEY7970,792
1481587200,Web,197449,1,KEY3757,816
1481846400,Apple TV,492832,3,KEY7376,115
1481760000,Ios,690856,2,KEY3672,971
1481587200,Android,484617,2,KEY1956,119
1481587200,Android,756386,1,KEY4516,67
1481587200,Web,413181,2,KEY3635,778
1481673600,Ios,806990,1,KEY949,169
1481846400,Apple TV,277258,3,KEY8802,759
1481587200,Ios,460602,1,KEY4822,888
1481846400,Apple TV,742787,1,KEY1995,578
1481760000,Android,213462,3,KEY4581,413
1481760000,Ios,305323,2,KEY4362,281
1481760000,Ios,497581,3,KEY248,297
1481846400,Apple TV,532328,2,KEY7429,221
1481846400,Web,937524,1,KEY6413,296
1481587200,Web,368259,1,KEY6401,627
1481673600,Apple TV,136364,1,KEY3596,644
1481760000,Apple TV,502386,1,KEY3102,35
1481760000,Web,126948,1,KEY8666,993
1481760000,Android,761665,3,KEY6076,491
1481846400,Android,409795,2,KEY6079,761
1481587200,Ios,321430,3,KEY4624,575
1481587200,Android,914430,1,KEY9842,162
1481846400,Android,457815,1,KEY5416,656
1481760000,Apple TV,889936,3,KEY2799,714
1481846400,Web,351917,2,KEY1716,456
1481760000,Apple TV,117133,3,KEY956,576
1481673600,Web,896258,3,KEY4693,257
1481587200,Web,796687,1,KEY8733,784
1481587200,Web,197458,3,KEY8861,493
1481846400,Android,577224,1,KEY8285,218
1481587200,Web,844023,1,KEY5240,407
1481846400,Android,247876,3,KEY682,793
1481846400,Web,586189,1,KEY3582,531
1481587200,Web,457357,1,KEY4807,710
1481587200,Ios,888645,2,KEY5698,41
1481673600,Web,581426,3,KEY6119,511
1481673600,Ios,404613,1,KEY3719,222
1481587200,Ios,907532,1,KEY4539,383
1481673600,Ios,441767,1,KEY4729,995
1481587200,Ios,977058,3,KEY6538,499
1481846400,Apple TV,682319,2,KEY1949,54
1481673600,Apple TV,306851,3,KEY8746,218
1481673600,Apple TV,703742,2,KEY9814,488
1481587200,Apple TV,513844,3,KEY2882,784
1481587200,Android,794271,3,KEY257,43
1481846400,Ios,830510,1,KEY4479,439
1481846400,Web,117149,3,KEY2270,320
1481673600,Android,388710,3,KEY5076,32
1481846400,Ios,842941,3,KEY8649,227
1481846400,Android,896527,2,KEY2285,481
1481846400,Apple TV,409469,2,KEY3352,751
1481760000,Ios,696539,2,KEY1061,137
1481673600,Ios,909662,1,KEY3898,209
1481760000,Ios,673594,3,KEY7538,878
1481587200,Web,375903,3,KEY8084,34
1481760000,Ios,976293,3,KEY7788,451
1481673600,Android,574469,2,KEY5457,585
1481760000,Ios,161815,3,KEY7359,70
1481760000,Apple TV,939527,3,KEY6585,718
1481760000,Android,858208,2,KEY4791,157
1481673600,Web,718205,1,KEY17,175
1481760000,Ios,575416,3,KEY3346,525
1481587200,Android,683252,3,KEY773,448
1481846400,Apple TV,577482,3,KEY6306,832
1481673600,Web,622924,2,KEY8730,811
1481846400,Web,939045,2,KEY6541,206
1481673600,Ios,743231,2,KEY6371,704
1481587200,Android,842306,3,KEY497,56
1481587200,Web,134263,2,KEY1255,606
1481760000,Ios,319183,3,KEY2008,839
1481846400,Web,205186,1,KEY416,449
1481846400,Android,693561,2,KEY3504,363
1481760000,Android,747985,1,KEY8857,91
1481587200,Ios,639833,3,KEY2857,641
1481760000,Web,538990,2,KEY9015,495
1481587200,Apple TV,595491,3,KEY4560,540
1481760000,Web,290220,2,KEY6926,212
1481673600,Web,833556,3,KEY4918,272
1481760000,Apple TV,227936,1,KEY8512,365
1481587200,Ios,514481,1,KEY1074,702
1481673600,Ios,868756,3,KEY8484,304
1481846400,Ios,144336,3,KEY264,724
1481673600,Web,181611,2,KEY7645,628
1481760000,Web,298590,1,KEY4596,5
1481760000,Android,667594,2,KEY2208,11
1481587200,Apple TV,141416,1,KEY6928,47
1481760000,Ios,704525,3,KEY1928,567
1481846400,Android,584862,3,KEY374,491
1481760000,Apple TV,666169,2,KEY404,220
1481673600,Web,167498,2,KEY1339,597
1481846400,Android,147465,1,KEY7499,629
1481673600,Apple TV,473680,2,KEY4744,541
1481673600,Apple TV,848610,2,KEY9181,945
1481846400,Ios,810982,2,KEY33,114
1481760000,Apple TV,720201,3,KEY2808,894
1481760000,Web,587444,2,KEY2164,431
1481587200,Ios,719751,3,KEY3010,68
1481760000,Apple TV,779981,3,KEY270,943
1481673600,Web,753306,1,KEY2639,261
1481846400,Web,487268,1,KEY8403,10
1481760000,Ios,244442,3,KEY5079,30
1481673600,Apple TV,886111,2,KEY2870,20
1481760000,Apple TV,458139,3,KEY6008,758
1481760000,Apple TV,705812,3,KEY9154,44
1481760000,Web,303011,1,KEY4185,567
1481673600,Web,902075,1,KEY6814,229
1481587200,Android,406783,1,KEY2501,105
1481760000,Android,311696,2,KEY3373,401
1481587200,Ios,497909,3,KEY3932,993
1481846400,Android,196418,1,KEY5164,207
1481846400,Apple TV,319741,2,KEY5676,716
1481587200,Apple TV,291563,1,KEY8389,329
1481673600,Ios,680986,2,KEY8187,785
1481673600,Web,314126,2,KEY1765,495
1481587200,Web,308398,3,KEY5904,670
1481673600,Android,333153,1,KEY504,114
1481587200,Ios,945789,2,KEY8618,453
1481673600,Apple TV,170743,1,KEY7519,112
1481760000,Android,348811,3,KEY4469,6
1481673600,Android,575881,2,KEY5181,942
1481846400,Apple TV,600351,2,KEY6757,785
1481587200,Web,806004,1,KEY8513,893
1481673600,Web,228797,3,KEY9848,118
1481673600,Apple TV,341676,3,KEY3936,267
1481846400,Web,259718,3,KEY8560,438
1481673600,Ios,623822,1,KEY3615,282
1481760000,Ios,451700,1,KEY5500,597
1481673600,Web,769375,1,KEY778,203
1481587200,Android,742779,3,KEY3023,154
1481673600,Ios,565845,1,KEY6819,967
1481587200,Apple TV,588945,3,KEY9315,716
1481673600,Ios,973187,1,KEY7087,994
1481587200,Apple TV,217469,3,KEY2407,14
1481846400,Web,420311,1,KEY3168,148
1481673600,Apple TV,932942,3,KEY8213,160
1481673600,Web,160132,2,KEY3642,904
1481587200,Web,324419,1,KEY3123,461
1481760000,Ios,750038,3,KEY6003,775
1481587200,Web,956939,2,KEY1705,561
1481846400,Android,410008,2,KEY6231,83
1481673600,Web,178962,2,KEY9889,369
1481587200,Apple TV,738446,1,KEY4822,405
1481587200,Apple TV,434536,1,KEY7279,391
1481846400,Android,518613,3,KEY9497,939
1481587200,Ios,720469,2,KEY9596,560
1481673600,Web,543723,2,KEY7430,700
1481846400,Web,333935,1,KEY4252,37
1481846400,Android,877349,1,KEY3694,522
1481673600,Ios,794916,3,KEY6090,113
1481673600,Ios,773985,2,KEY4190,713
1481760000,Web,555692,2,KEY9921,660
1481587200,Apple TV,394392,3,KEY1683,974
1481760000,Ios,539438,1,KEY1661,342
1481760000,Apple TV,709745,1,KEY79,338
1481587200,Apple TV,933607,2,KEY9264,67
1481673600,Apple TV,137092,3,KEY3352,559
1481673600,Apple TV,821799,1,KEY3471,846
1481760000,Android,181871,1,KEY8274,119
1481760000,Apple TV,670849,3,KEY3303,850
1481760000,Android,158588,1,KEY5386,344
1481846400,Web,593415,1,KEY17,744
1481760000,Web,579711,1,KEY9855,922
1481587200,Ios,788073,3,KEY6803,21
1481673600,Android,985440,2,KEY7710,477
1481760000,Ios,263921,3,KEY8122,719
1481673600,Apple TV,641777,1,KEY813,232
1481760000,Android,764402,3,KEY9080,783
1481673600,Android,550187,2,KEY4504,901
1481760000,Android,937029,1,KEY6798,26
1481673600,Web,827801,1,KEY6982,761
1481673600,Apple TV,154734,3,KEY7159,676
1481846400,Web,789657,2,KEY3559,141
1481846400,Web,785953,3,KEY2694,880
1481673600,Android,390225,1,KEY8983,114
1481846400,Ios,805329,1,KEY7784,275
1481760000,Apple TV,537589,3,KEY6366,56
1481760000,Android,905814,3,KEY7763,218
1481760000,Apple TV,558186,3,KEY8134,143
1481673600,Apple TV,690506,2,KEY210,832
1481846400,Android,508522,3,KEY2075,558
1481587200,Web,724183,2,KEY7236,175
1481673600,Ios,660861,3,KEY7051,555
1481760000,Web,319846,1,KEY349,917
1481760000,Ios,554618,3,KEY4542,300
1481760000,Apple TV,521471,3,KEY3687,132
1481673600,Web,942479,1,KEY1243,843
1481760000,Apple TV,367952,3,KEY5032,943
1481587200,Apple TV,131406,2,KEY1430,244
1481673600,Web,763755,1,KEY2330,210
1481673600,Web,516992,3,KEY197,647
1481587200,Android,825931,3,KEY7033,63
1481673600,Apple TV,450024,2,KEY6352,87
1481846400,Android,427058,3,KEY7496,459
1481673600,Apple TV,986869,1,KEY999,339
1481587200,Ios,738672,3,KEY2867,45
1481673600,Ios,811045,1,KEY1650,331
1481673600,Apple TV,552794,3,KEY8616,461
1481846400,Android,165902,1,KEY6564,209
1481846400,Ios,867000,3,KEY306,348
1481846400,Android,522661,1,KEY3038,702
1481846400,Android,293810,3,KEY8199,89
1481846400,Web,138055,1,KEY8638,1
1481760000,Web,142929,3,KEY7,874
1481587200,Web,522385,2,KEY1657,340
1481587200,Web,613318,3,KEY8630,85
1481587200,Ios,830829,1,KEY3712,560
1481846400,Web,824681,1,KEY3167,888
1481587200,Android,152281,3,KEY7219,772
1481846400,Ios,666179,2,KEY4844,345
1481760000,Apple TV,164886,1,KEY3547,843
1481846400,Ios,492098,2,KEY2194,165
1481760000,Web,756871,1,KEY6137,888
1481587200,Ios,968104,1,KEY9224,353
1481587200,Apple TV,474476,2,KEY7492,143
1481760000,Android,184890,2,KEY3637,575
1481587200,Ios,980977,1,KEY6258,149
1481587200,Web,740923,3,KEY7269,246
1481846400,Apple TV,309335,1,KEY1863,12
1481587200,Ios,106766,1,KEY9701,808
1481846400,Apple TV,979532,1,KEY9129,47
1481673600,Android,233616,2,KEY2468,31
1481846400,Web,470653,2,KEY7655,173
1481760000,Web,562084,1,KEY2791,65
1481760000,Ios,806876,2,KEY213,118
1481760000,Apple TV,862929,1,KEY2591,123
1481760000,Apple TV,709635,3,KEY2802,180
1481673600,Ios,666337,1,KEY9645,159
1481846400,Web,453367,3,KEY6822,727
1481846400,Web,248636,1,KEY6668,827
1481587200,Android,760413,2,KEY7874,499
1481846400,Android,553840,1,KEY8834,562
1481760000,Apple TV,549258,2,KEY2847,403
1481587200,Apple TV,915687,1,KEY6418,657
1481587200,Apple TV,841871,1,KEY5550,305
1481673600,Ios,838123,1,KEY29,798
1481587200,Ios,500952,2,KEY9207,496
1481760000,Web,320395,3,KEY4382,837
1481760000,Web,217401,3,KEY6525,561
1481673600,Web,992076,1,KEY4408,214
1481760000,Ios,994858,2,KEY4146,114
1481846400,Android,620228,1,KEY4021,755
1481587200,Android,476899,1,KEY6556,217
1481846400,Apple TV,823105,1,KEY1043,101
1481673600,Web,740713,3,KEY6332,135
1481587200,Apple TV,296839,2,KEY3699,618
1481673600,Ios,576318,3,KEY2990,605
1481846400,Web,892176,3,KEY2938,832
1481673600,Web,912639,2,KEY6873,249
1481760000,Web,184084,1,KEY807,771
1481587200,Ios,867332,2,KEY6240,180
1481760000,Apple TV,539593,3,KEY5771,693
1481846400,Web,442118,2,KEY2480,315
1481673600,Ios,239452,2,KEY4029,856
1481673600,Android,494495,1,KEY2166,891
1481587200,Ios,974477,3,KEY4794,374
1481846400,Web,957330,3,KEY4051,289
1481673600,Web,390646,3,KEY1066,996
1481760000,Ios,515221,2,KEY676,197
1481673600,Apple TV,785416,3,KEY8564,171
1481587200,Ios,369760,1,KEY2454,924
1481673600,Web,937100,1,KEY6470,761
1481673600,Ios,210826,1,KEY8638,509
1481846400,Web,374874,3,KEY9214,799
1481587200,Apple TV,343598,1,KEY5460,402
1481846400,Apple TV,370046,1,KEY3576,81
1481673600,Ios,542927,2,KEY7782,677
1481673600,Apple TV,333421,2,KEY4241,894
1481673600,Apple TV,367231,3,KEY359,653
1481587200,Ios,826098,2,KEY9360,471
1481587200,Apple TV,561729,1,KEY2632,384
1481846400,Apple TV,701364,1,KEY4438,79
1481673600,Android,252351,3,KEY6555,216
1481587200,Ios,117153,2,KEY6110,961
1481673600,Ios,124185,1,KEY1762,395
1481587200,Web,334916,1,KEY8851,254
1481846400,Web,744035,2,KEY7441,758
1481846400,Apple TV,765208,2,KEY9468,551
1481760000,Web,725105,2,KEY5613,594
1481587200,Ios,114403,2,KEY8250,448
1481846400,Web,904826,1,KEY3239,195
1481673600,Android,483007,3,KEY167,603
1481760000,Apple TV,489147,2,KEY3521,958
1481760000,Ios,578943,2,KEY3828,573
1481760000,Ios,791583,1,KEY250,65
1481846400,Apple TV,556659,2,KEY3111,568
1481846400,Android,495626,3,KEY7946,367
1481846400,Ios,126024,3,KEY4493,368
1481673600,Ios,653170,1,KEY9820,469
1481846400,Apple TV,299014,3,KEY4137,757
1481846400,Ios,313524,1,KEY5623,168
1481846400,Web,286138,2,KEY9148,256
1481846400,Android,157170,2,KEY8502,992
1481673600,Ios,785427,3,KEY7265,763
1481846400,Apple TV,281853,1,KEY8197,923
1481760000,Ios,418425,2,KEY194,152
1481760000,Apple TV,575257,2,KEY5694,830
1481587200,Web,131400,1,KEY6247,269
1481760000,Ios,230930,2,KEY3823,891
1481587200,Web,249148,3,KEY2689,3
1481587200,Android,735015,2,KEY2514,446
1481846400,Android,474968,2,KEY7730,975
1481587200,Apple TV,291152,3,KEY902,453
1481673600,Web,683100,3,KEY2851,707
1481587200,Apple TV,916605,2,KEY197,48
1481587200,Ios,983025,3,KEY8739,291
1481673600,Ios,327818,3,KEY9785,550
1481587200,Android,946838,2,KEY8646,798
1481587200,Ios,686390,1,KEY2532,877
1481846400,Web,567519,1,KEY5045,421
1481760000,Android,617062,2,KEY4662,150
1481587200,Android,476997,3,KEY5167,72
1481587200,Web,346841,1,KEY2076,128
1481587200,Web,951674,1,KEY7312,653
1481587200,Ios,123000,1,KEY7357,64
1481760000,Android,389263,1,KEY1988,208
1481760000,Ios,610790,2,KEY1248,216
1481760000,Android,983025,2,KEY5390,505
1481760000,Web,293348,2,KEY3898,138
1481673600,Ios,967596,3,KEY8984,381
1481760000,Android,578324,2,KEY8514,806
1481587200,Apple TV,216770,3,KEY9189,170
1481587200,Web,495472,3,KEY3547,448
1481846400,Ios,759287,2,KEY4454,586
1481673600,Android,345705,2,KEY3144,631
1481760000,Android,305642,3,KEY9625,271
1481846400,Apple TV,134802,1,KEY4312,889
1481673600,Ios,726067,2,KEY4949,19
1481846400,Android,105251,1,KEY5981,168
1481587200,Ios,360078,3,KEY341,502
1481673600,Ios,857581,1,KEY2586,393
1481760000,Web,696910,2,KEY5044,857
1481760000,Web,210722,3,KEY6727,735
1481846400,Web,457980,1,KEY4512,164
1481587200,Web,384495,3,KEY3828,416
1481673600,Android,789714,2,KEY4866,359
1481673600,Android,557045,1,KEY1074,380
1481760000,Ios,985753,1,KEY1018,669
1481760000,Android,862232,2,KEY5828,389
1481587200,Android,705106,1,KEY3753,951
1481587200,Web,786109,3,KEY2744,936
1481673600,Web,602163,2,KEY9861,945
1481673600,Apple TV,677417,3,KEY2431,912
1481673600,Apple TV,366173,3,KEY1524,681
1481673600,Apple TV,528316,2,KEY789,599
1481760000,Android,312049,3,KEY7325,566
1481846400,Apple TV,840027,1,KEY1680,511
1481846400,Android,373975,1,KEY705,263
1481760000,Web,836914,1,KEY4963,65
1481760000,Ios,746985,3,KEY5092,265
1481846400,Android,890044,3,KEY5988,127
1481673600,Ios,383251,2,KEY2299,307
1481846400,Apple TV,592271,1,KEY1211,729
1481587200,Android,716370,1,KEY7809,659
1481587200,Web,776582,3,KEY5254,838
1481673600,Android,600611,1,KEY6631,977
1481587200,Android,647340,1,KEY526,189
1481587200,Web,340960,2,KEY2921,72
1481673600,Android,367942,3,KEY5696,747
1481587200,Apple TV,713997,2,KEY3895,332
1481587200,Web,685387,2,KEY8567,395
1481846400,Web,884301,1,KEY1426,454
1481587200,Ios,720802,3,KEY913,603
1481760000,Android,122608,1,KEY6517,51
1481587200,Android,401523,3,KEY1711,713
1481587200,Android,629950,2,KEY1767,260
1481760000,Apple TV,237744,2,KEY2981,947
1481846400,Ios,874172,2,KEY4688,875
1481587200,Android,800231,1,KEY6754,526
1481587200,Ios,313939,1,KEY989,36
1481846400,Web,861762,2,KEY7591,248
1481587200,Ios,683923,1,KEY1589,977
1481760000,Apple TV,281710,1,KEY6320,763
1481673600,Ios,602859,3,KEY782,29
1481846400,Ios,511896,3,KEY7477,788
1481673600,Web,820220,1,KEY7179,857
1481846400,Ios,481971,1,KEY6998,724
1481587200,Apple TV,948298,2,KEY4365,6
1481587200,Ios,256532,2,KEY9892,909
1481846400,Ios,728740,3,KEY2695,257
1481673600,Android,937245,1,KEY6522,733
1481673600,Apple TV,913954,3,KEY6011,726
1481760000,Web,727516,2,KEY9377,90
1481587200,Apple TV,734421,3,KEY8946,685
1481760000,Apple TV,579701,3,KEY2208,288
1481587200,Web,142241,1,KEY5377,434
1481673600,Android,460874,3,KEY7574,659
1481673600,Apple TV,606774,3,KEY1442,896
1481587200,Ios,996637,1,KEY3322,543
1481673600,Web,104259,2,KEY8376,107
1481846400,Apple TV,545324,2,KEY6024,923
1481673600,Web,871477,3,KEY6571,676
1481673600,Ios,259547,2,KEY345,1000
1481587200,Ios,327576,1,KEY2398,601
1481760000,Apple TV,758733,1,KEY5745,327
1481587200,Android,478513,1,KEY8568,768
1481587200,Android,847539,3,KEY4044,958
1481673600,Apple TV,491149,3,KEY2839,240
1481760000,Apple TV,972105,1,KEY8023,775
1481760000,Apple TV,754183,1,KEY6152,494
1481587200,Android,721455,1,KEY8466,699
1481587200,Ios,585886,1,KEY4756,459
1481760000,Ios,250645,3,KEY8977,661
1481673600,Web,274397,3,KEY2753,718
1481760000,Android,815322,1,KEY9049,940
1481846400,Android,149829,2,KEY9410,147
1481760000,Apple TV,386929,2,KEY1755,977
1481673600,Apple TV,630655,1,KEY7065,683
1481846400,Apple TV,468677,2,KEY9638,933
1481846400,Ios,422943,3,KEY5498,388
1481673600,Apple TV,242235,3,KEY8815,133
1481587200,Android,919621,3,KEY1395,330
1481587200,Android,846573,2,KEY3502,927
1481760000,Ios,931794,2,KEY5246,152
1481846400,Apple TV,736526,2,KEY4333,774
1481673600,Ios,496244,2,KEY4110,219
1481673600,Android,581649,2,KEY772,826
1481760000,Android,228855,2,KEY239,460
